,이름,연식,주행거리,연료,배기량,색상,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),가격,신차대비가격,링크
433,현대 뉴 에쿠스,112,86718,2,3778,검정색,,,,,,,,,,,1,4.0,0.0,0.0,0.0,0.0,2.0,406900,1.0,1191610,12990000,18,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163421&gubun=K
434,현대 뉴 에쿠스,111,57279,2,3778,검정색,,,,,,,,,,,1,6.0,0.0,0.0,0.0,0.0,5.0,4328590,4.0,8161389,18500000,27,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163423&gubun=K
435,현대 뉴 에쿠스,108,115000,2,3778,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,1.0,3351199,1.0,1101080,17900000,26,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162902&gubun=K
436,현대 뉴 에쿠스,138,300000,2,3778,검정색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,6300000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155634&gubun=K
437,현대 뉴 에쿠스,114,196305,2,5038,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,15900000,14,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162921&gubun=K
438,현대 뉴 에쿠스,165,110427,2,4627,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,9.0,0.0,0.0,0.0,0.0,8.0,6309982,1.0,486620,9400000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162433&gubun=K
439,현대 뉴 에쿠스,162,93917,2,4627,기타색상,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,1756588,3.0,1985880,11500000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162439&gubun=K
440,현대 뉴 에쿠스,135,315000,2,3778,검정색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,4990000,6,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150641&gubun=K
441,현대 뉴 에쿠스,150,297000,2,3778,검정색,,,,,,,,,,,1,,,,,,,,,,4900000,6,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2143694&gubun=K
442,현대 뉴 에쿠스,111,615000,2,3778,검정색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,7500000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2148576&gubun=K
443,현대 뉴 에쿠스,147,214000,2,3778,검정색,,,,,,,,,,,1,,,,,,,,,,5800000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150240&gubun=K
444,현대 에쿠스 3.0,217,76500,2,2972,검정색,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,3490000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153398&gubun=K
445,현대 뉴 에쿠스,100,132000,2,3778,검정색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,12000000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155125&gubun=K
446,현대 뉴 에쿠스,141,167000,2,5038,흰색,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,,,,,,,,,,15300000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159005&gubun=K
447,현대 뉴 에쿠스,147,303000,2,3778,검정색,,,,,,,,,,,1,,,,,,,,,,4800000,7,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162080&gubun=K
448,현대 뉴 에쿠스,117,183765,2,3778,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16900000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162679&gubun=K
449,현대 뉴 에쿠스,118,167351,2,3778,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,5.0,17468760,1.0,2208549,15950000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154001&gubun=K
450,현대 뉴 에쿠스,148,167225,2,3778,은색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,4.0,1731288,2.0,1478440,8950000,13,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153924&gubun=K
451,현대 뉴 에쿠스,167,78043,2,3778,검정색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,5.0,4792958,2.0,1716486,10400000,15,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162676&gubun=K
452,현대 뉴 에쿠스,162,82000,2,3778,검정색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,3.0,20863820,3.0,12732711,8200000,12,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160494&gubun=K
453,현대 뉴 에쿠스,112,86718,2,3778,검정색,,,,,,,,,,,1,4.0,0.0,0.0,0.0,0.0,2.0,406900,1.0,1191610,12990000,18,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163421&gubun=K
454,현대 뉴 에쿠스,111,57279,2,3778,검정색,,,,,,,,,,,1,6.0,0.0,0.0,0.0,0.0,5.0,4328590,4.0,8161389,18500000,27,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163423&gubun=K
455,현대 뉴 에쿠스,108,115000,2,3778,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,1.0,3351199,1.0,1101080,17900000,26,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162902&gubun=K
456,현대 뉴 에쿠스,138,300000,2,3778,검정색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,6300000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155634&gubun=K
457,현대 뉴 에쿠스,114,196305,2,5038,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,15900000,14,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162921&gubun=K
458,현대 뉴 에쿠스,165,110427,2,4627,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,9.0,0.0,0.0,0.0,0.0,8.0,6309982,1.0,486620,9400000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162433&gubun=K
459,현대 뉴 에쿠스,162,93917,2,4627,기타색상,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,1756588,3.0,1985880,11500000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162439&gubun=K
460,현대 뉴 에쿠스,135,315000,2,3778,검정색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,4990000,6,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150641&gubun=K
461,현대 뉴 에쿠스,150,297000,2,3778,검정색,,,,,,,,,,,1,,,,,,,,,,4900000,6,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2143694&gubun=K
462,현대 뉴 에쿠스,111,615000,2,3778,검정색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,7500000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2148576&gubun=K
463,현대 뉴 에쿠스,147,214000,2,3778,검정색,,,,,,,,,,,1,,,,,,,,,,5800000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150240&gubun=K
464,현대 에쿠스 3.0,217,76500,2,2972,검정색,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,3490000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153398&gubun=K
465,현대 뉴 에쿠스,100,132000,2,3778,검정색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,12000000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155125&gubun=K
466,현대 뉴 에쿠스,141,167000,2,5038,흰색,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,,,,,,,,,,15300000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159005&gubun=K
467,현대 뉴 에쿠스,147,303000,2,3778,검정색,,,,,,,,,,,1,,,,,,,,,,4800000,7,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162080&gubun=K
468,현대 뉴 에쿠스,117,183765,2,3778,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16900000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162679&gubun=K
469,현대 뉴 에쿠스,118,167351,2,3778,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,5.0,17468760,1.0,2208549,15950000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154001&gubun=K
470,현대 뉴 에쿠스,148,167225,2,3778,은색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,4.0,1731288,2.0,1478440,8950000,13,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153924&gubun=K
471,현대 뉴 에쿠스,167,78043,2,3778,검정색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,5.0,4792958,2.0,1716486,10400000,15,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162676&gubun=K
472,현대 뉴 에쿠스,155,172863,2,3778,흰색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,7.0,0.0,0.0,0.0,0.0,5.0,4584338,1.0,503350,12990000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157224&gubun=K
473,현대 뉴 에쿠스,163,163798,2,3778,검정색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,4.0,1.0,0.0,0.0,0.0,3.0,1444673,2.0,8821147,6500000,9,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161889&gubun=K
474,현대 뉴 에쿠스,166,190131,2,3778,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,6606300,1.0,1043203,7000000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162862&gubun=K
475,현대 뉴 에쿠스,164,146399,2,3778,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,4.0,20037920,4.0,8641480,7500000,9,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155238&gubun=K
476,현대 뉴 에쿠스,165,147982,2,3778,진회색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,6.0,0.0,0.0,0.0,0.0,4.0,24915332,1.0,1247792,6700000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160559&gubun=K
477,현대 뉴 에쿠스,124,89000,2,3778,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,3.0,19166348,0.0,0,11500000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162167&gubun=K
478,현대 뉴 에쿠스,163,188730,2,3778,검정색,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,7.0,0.0,0.0,0.0,0.0,3.0,4936236,2.0,882706,9100000,9,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160686&gubun=K
479,현대 뉴 에쿠스,160,188861,2,3778,검정색,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,6.0,2655686,1.0,231070,7600000,11,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157486&gubun=K
480,현대 뉴 에쿠스,127,258524,2,3778,검정색,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,2.0,1414150,2.0,2505240,6980000,9,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157532&gubun=K
481,현대 뉴 에쿠스,145,230230,2,3778,검정색,,,,,,,,,,,1,4.0,0.0,0.0,0.0,0.0,8.0,9967070,3.0,1842900,5990000,7,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158848&gubun=K
482,현대 뉴 에쿠스,148,209668,2,3778,검정색,,,,,,,,,,,1,8.0,0.0,0.0,0.0,0.0,9.0,7597253,1.0,985310,6900000,9,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159484&gubun=K
483,현대 뉴 에쿠스,113,216101,2,5038,자주색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,18900000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2148698&gubun=K
484,현대 뉴 에쿠스,112,188432,2,5038,흰색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,27500000,24,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162683&gubun=K
485,현대 뉴 에쿠스,168,240000,2,3778,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,6.0,6986620,5.0,3750400,5200000,7,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162781&gubun=K
486,현대 뉴 에쿠스,156,264844,2,5038,남색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,,,,,,,,,,16500000,11,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158065&gubun=K
487,현대 뉴 에쿠스,139,226855,2,3778,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,8.0,7551315,3.0,1541949,5500000,7,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158519&gubun=K
488,현대 뉴 에쿠스,138,156250,2,3778,흰색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,13600000,18,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162760&gubun=K
489,현대 뉴 에쿠스,133,158000,2,3778,은색,,,,,,,,,,,1,,,,,,,,,,8000000,12,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152157&gubun=K
490,현대 뉴 에쿠스,145,154962,가솔린/LPG겸용,3778,진주색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,11.0,21836396,4.0,5698580,18800000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163165&gubun=K
491,현대 뉴 에쿠스,148,130000,2,3778,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,3.0,2039788,2.0,4166580,10500000,13,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155495&gubun=K
492,현대 포터2 CRDi,81,125234,0,2497,흰색,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2.0,8386260,4.0,20413930,9990000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163329&gubun=K
493,현대 포터2 CRDi,123,69252,0,2497,흰색,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,6834882,2.0,6588757,7800000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163410&gubun=K
494,현대 포터2 CRDi,51,74269,0,2497,청색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0,0.0,0.0,0.0,2.0,10954563,2.0,1053568,12900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162907&gubun=K
495,현대 포터2 CRDi,112,83589,0,2497,청색,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,447050,1.0,1050760,8400000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162910&gubun=K
496,현대 포터2 CRDi,27,96531,0,2497,흰색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,10297717,4.0,12190233,13400000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163332&gubun=K
497,현대 포터2 내장탑차,14,29569,0,2497,흰색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,1028012,1.0,2925000,27500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160727&gubun=K
498,현대 포터2 슈퍼캡,44,163344,0,2497,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,13500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2138166&gubun=K
499,현대 포터2 CRDi,61,192663,0,2497,흰색,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1983039,11900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156954&gubun=K
500,현대 포터2 CRDi,36,30621,0,2497,청색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,0,2.0,1179320,17200000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152931&gubun=K
501,현대 포터2 일렉트릭,3,4178,전기,180,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,31500000,73,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160992&gubun=K
502,현대 포터2 CRDi,73,148049,0,2497,청색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,2.0,741550,2.0,1236679,12500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161891&gubun=K
503,현대 포터2 CRDi,133,73000,0,2497,흰색투톤,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,332720,7800000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162543&gubun=K
504,현대 포터2 ,47,2786,0,2497,흰색,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,48800000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2143991&gubun=K
505,현대 포터2 ,58,25000,0,2497,흰색,,,,,,,,,,,0,,,,,,,,,,24700000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160215&gubun=K
506,현대 포터2 ,154,302554,0,2497,흰색투톤,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,5770000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2121092&gubun=K
507,현대 포터2 ,140,42730,0,2497,빨간색,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,5924946,2.0,6029232,13770000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154027&gubun=K
508,현대 포터2 CRDi,92,91678,0,2497,흰색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,1.0,362648,0.0,0,11600000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157570&gubun=K
509,현대 포터2 CRDi,66,105534,0,2497,청색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,2385232,1.0,2512400,14000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160857&gubun=K
510,현대 포터2 CRDi,71,79851,0,2497,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,15600000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162575&gubun=K
511,현대 포터2 ,61,147028,0,2497,흰색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1934430,12500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156062&gubun=K
512,현대 포터2 CRDi,81,125234,0,2497,흰색,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2.0,8386260,4.0,20413930,9990000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163329&gubun=K
513,현대 포터2 CRDi,123,69252,0,2497,흰색,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,6834882,2.0,6588757,7800000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163410&gubun=K
514,현대 포터2 CRDi,51,74269,0,2497,청색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0,0.0,0.0,0.0,2.0,10954563,2.0,1053568,12900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162907&gubun=K
515,현대 포터2 CRDi,112,83589,0,2497,청색,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,447050,1.0,1050760,8400000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162910&gubun=K
516,현대 포터2 CRDi,27,96531,0,2497,흰색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,10297717,4.0,12190233,13400000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163332&gubun=K
517,현대 포터2 내장탑차,14,29569,0,2497,흰색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,1028012,1.0,2925000,27500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160727&gubun=K
518,현대 포터2 슈퍼캡,44,163344,0,2497,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,13500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2138166&gubun=K
519,현대 포터2 CRDi,61,192663,0,2497,흰색,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1983039,11900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156954&gubun=K
520,현대 포터2 CRDi,36,30621,0,2497,청색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,0,2.0,1179320,17200000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152931&gubun=K
521,현대 포터2 일렉트릭,3,4178,전기,180,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,31500000,73,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160992&gubun=K
522,현대 포터2 CRDi,73,148049,0,2497,청색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,2.0,741550,2.0,1236679,12500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161891&gubun=K
523,현대 포터2 CRDi,133,73000,0,2497,흰색투톤,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,332720,7800000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162543&gubun=K
524,현대 포터2 ,47,2786,0,2497,흰색,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,48800000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2143991&gubun=K
525,현대 포터2 ,58,25000,0,2497,흰색,,,,,,,,,,,0,,,,,,,,,,24700000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160215&gubun=K
526,현대 포터2 ,154,302554,0,2497,흰색투톤,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,5770000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2121092&gubun=K
527,현대 포터2 ,140,42730,0,2497,빨간색,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,5924946,2.0,6029232,13770000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154027&gubun=K
528,현대 포터2 CRDi,92,91678,0,2497,흰색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,1.0,362648,0.0,0,11600000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157570&gubun=K
529,현대 포터2 CRDi,66,105534,0,2497,청색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,2385232,1.0,2512400,14000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160857&gubun=K
530,현대 포터2 CRDi,71,79851,0,2497,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,15600000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162575&gubun=K
531,현대 포터2 ,61,147028,0,2497,흰색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1934430,12500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156062&gubun=K
532,현대 포터2 CRDi,174,215895,0,2497,흰색투톤,,,,,,,,,,,1,,,,,,,,,,3300000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157675&gubun=K
533,현대 포터2 CRDi,212,120594,0,2497,청색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,3.0,1030240,6.0,3026613,4600000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161401&gubun=K
